comment,clean_comment,label,platform,timestamp
Makanya  kita kudu pinter menela'ah isi konten.. jgn kayak org jahiliyah yg di suguhkan satu video langsung mengiranya smua maha benar ..tanpa reset dlu. Cuma kita yg tau apa yg baik buat diri kita. Nonton video org jgn lngsung jadinya tuntunan hdp,makanya  kita kudu pinter menelaah isi konten jgn kayak org jahiliyah yg di suguhkan satu video langsung mengiranya smua maha benar tanpa reset dlu cuma kita yg tau apa yg baik buat diri kita nonton video org jgn lngsung jadinya tuntunan hdp,netral,TikTok,2026-04-19 00:12:03
kenapa kalau ada aloevera nya dok,kenapa kalau ada aloevera nya dok,netral,Instagram,2026-04-12 14:36:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-04-08 16:59:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-04-09 19:28:03
"Up up 
Nih biar dicontoh Host lain,, 
Kyk gini nih klo pinter sama pinter","up up 
nih biar dicontoh host lain 
kyk gini nih klo pinter sama pinter",netral,Instagram,2026-03-26 10:31:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-03-24 16:47:03
jujur lebih kasian ke dr richard sihh dikulitin mulu sama nih orang,jujur lebih kasian ke dr richard sihh dikulitin mulu sama nih orang,netral,TikTok,2026-04-01 20:55:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,X (Twitter),2026-03-23 16:01:03
Aku juga pakek new lab mang bagus walau pun agak mehong tp aman ❤semoga Indonesia punya produk” bagus kaya new lab,aku juga pakek new lab mang bagus walau pun agak mehong tp aman semoga indonesia punya produk bagus kaya new lab,positif,Instagram,2026-04-02 17:45:03
mamah aku juga punya tjd yang warna pink kayak kak messie,mamah aku juga punya tjd yang warna pink kayak kak messie,netral,X (Twitter),2026-04-18 12:21:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,Instagram,2026-03-27 02:47:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,TikTok,2026-04-19 09:44:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,TikTok,2026-04-13 08:38:03
Dok klo collagen gimana dok ?,dok klo collagen gimana dok ,netral,TikTok,2026-04-17 07:04:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,TikTok,2026-03-21 15:25:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,Instagram,2026-04-01 23:27:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-03-27 16:41:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,Instagram,2026-04-17 15:48:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-04-04 13:07:03
Pakai minyak kelapa asli lebih bagus atau apokat buah atau pakai madu dari dulu sampai usia 56,pakai minyak kelapa asli lebih bagus atau apokat buah atau pakai madu dari dulu sampai usia 56,positif,TikTok,2026-04-10 17:22:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,X (Twitter),2026-03-25 04:54:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,TikTok,2026-03-31 12:07:03
lucu bgt suaranya ka meissie ,lucu bgt suaranya ka meissie ,positif,Instagram,2026-03-23 05:31:03
scarlett skincare dok,scarlett skincare dok,netral,Instagram,2026-04-01 21:38:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,X (Twitter),2026-04-15 17:23:03
Benerr..dgn adanya doktif kita jadi tau trnyata byk penipuan di perSkincare-an Indonesia..aku justru brsyukur ad doktif,benerrdgn adanya doktif kita jadi tau trnyata byk penipuan di perskincarean indonesiaaku justru brsyukur ad doktif,netral,X (Twitter),2026-04-09 20:08:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,X (Twitter),2026-04-05 18:45:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-03-31 15:28:03
"DRL Kang Cipua, Dari Mulai Gelar Dr. Sampe Produk Nya 🤣",drl kang cipua dari mulai gelar dr sampe produk nya ,netral,TikTok,2026-03-20 18:18:03
dok vitamin e bukan nya bagus utk menghalus kan wajah,dok vitamin e bukan nya bagus utk menghalus kan wajah,positif,TikTok,2026-04-15 22:13:03
sek sue ta liks,sek sue ta liks,netral,X (Twitter),2026-04-08 16:25:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,X (Twitter),2026-04-07 06:23:03
wehh bru bgt upload nih,wehh bru bgt upload nih,netral,X (Twitter),2026-04-01 21:15:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,TikTok,2026-03-30 09:37:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,X (Twitter),2026-03-25 04:52:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-04-18 09:34:03
dan itu semua produk WAJIB buat cewek😅,dan itu semua produk wajib buat cewek,netral,Instagram,2026-04-19 08:47:03
@BPOM melek dong.   jan jadi beban negara mulu.. bergerak pas udah kejadian.       bangsad.  bedebah..,bpom melek dong   jan jadi beban negara mulu bergerak pas udah kejadian       bangsad  bedebah,netral,X (Twitter),2026-03-27 05:28:03
slime nya bagus,slime nya bagus,positif,Instagram,2026-04-15 01:22:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-04-20 02:18:03
waduh ak terlanjur beli ss wardah ,waduh ak terlanjur beli ss wardah ,netral,Instagram,2026-04-01 20:01:03
"Skrg skincare bukan tuk cewek aja loh, cowok2 juga pada pake.",skrg skincare bukan tuk cewek aja loh cowok2 juga pada pake,netral,Instagram,2026-04-20 06:21:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-03-28 08:20:03
4,4,netral,TikTok,2026-04-12 23:28:03
Dulu Tahun 90 an kosmetik lebih banyak promosikan. Sedangkan skin care dijaman itu masih sedikit dan juga masih asing didengar. Kalau menurut saya jaman dulu kosmetik harganya terjangkau oleh seluruh kalangan dan juga jadi kewajiban kalau misal gak pake komestik pasti mukanya keliatan pucet. Berbeda dengan skincare yang dimana harganya masih terbilang tinggi dan juga masih dianggap barang mewah walaupun sudah ada skincare harga familiar tapi masih sedikit orang yang menggunakan skincare. Karena dijaman itu orang kalangan atas saja yg menggunakan skincare. Sekarang ini kan masyarakat sudah menyadari bahwa jadi ganteng atau cakep gak harus banyak dempulan tapi juga harus banyak perawatan. Lagipula kan kalau didempul cuma nutupin jerawat atau noda kulit sedangkan kalau dirawat kan bisa ngilain jerawat sama noda. Terlebih lagi demam K-Pop yang promo skincare juga menjadi pemicu menaiknya produk tersebut.,dulu tahun 90 an kosmetik lebih banyak promosikan sedangkan skin care dijaman itu masih sedikit dan juga masih asing didengar kalau menurut saya jaman dulu kosmetik harganya terjangkau oleh seluruh kalangan dan juga jadi kewajiban kalau misal gak pake komestik pasti mukanya keliatan pucet berbeda dengan skincare yang dimana harganya masih terbilang tinggi dan juga masih dianggap barang mewah walaupun sudah ada skincare harga familiar tapi masih sedikit orang yang menggunakan skincare karena dijaman itu orang kalangan atas saja yg menggunakan skincare sekarang ini kan masyarakat sudah menyadari bahwa jadi ganteng atau cakep gak harus banyak dempulan tapi juga harus banyak perawatan lagipula kan kalau didempul cuma nutupin jerawat atau noda kulit sedangkan kalau dirawat kan bisa ngilain jerawat sama noda terlebih lagi demam kpop yang promo skincare juga menjadi pemicu menaiknya produk tersebut,netral,TikTok,2026-04-10 05:30:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,X (Twitter),2026-03-25 03:30:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,TikTok,2026-04-04 18:39:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-03-28 08:41:03
indonesia gk bakalan maju jika 9 taipan/naga berkuasa di negri ini...,indonesia gk bakalan maju jika 9 taipannaga berkuasa di negri ini,netral,X (Twitter),2026-03-31 06:44:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,X (Twitter),2026-04-01 20:54:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,Instagram,2026-03-26 08:28:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,TikTok,2026-04-04 20:52:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-04-04 23:28:03
Mntp doktif,mntp doktif,netral,TikTok,2026-04-03 17:17:03
sangat mengedukasi buat para wanita ,sangat mengedukasi buat para wanita ,netral,Instagram,2026-04-10 19:53:03
sama kak moisturizer aku pakai pink sama sama kak messi,sama kak moisturizer aku pakai pink sama sama kak messi,netral,Instagram,2026-04-19 19:47:03
mantap ni kakjd bs buat review,mantap ni kakjd bs buat review,positif,X (Twitter),2026-04-02 04:42:03
kak seharusnya jangan pake sendoknya pake tangan aja biar gk buang2,kak seharusnya jangan pake sendoknya pake tangan aja biar gk buang2,netral,TikTok,2026-03-22 17:10:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,TikTok,2026-04-10 19:14:03
"Dok, reviewkan cream WSC 2 in 1 itu dong",dok reviewkan cream wsc 2 in 1 itu dong,netral,X (Twitter),2026-04-12 22:07:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,Instagram,2026-04-18 01:03:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,Instagram,2026-03-28 06:16:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,Instagram,2026-04-19 13:25:03
Dokter plisss jangan terakhir.. walau teregist bpom tapi nyatanya bpom masi kecolongan jg.. obat sirup anak2 itu buktinya.. butuh pengawasan berkelanjutan.. dan jarang ada yg mau ambil peran itu.. plis dok terusin..,dokter plisss jangan terakhir walau teregist bpom tapi nyatanya bpom masi kecolongan jg obat sirup anak2 itu buktinya butuh pengawasan berkelanjutan dan jarang ada yg mau ambil peran itu plis dok terusin,netral,Instagram,2026-04-19 08:00:03
aku merasa sampah karena slime aja peke skincere sementara aku gak pake ,aku merasa sampah karena slime aja peke skincere sementara aku gak pake ,negatif,X (Twitter),2026-03-27 10:08:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-04-10 03:55:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,TikTok,2026-04-09 20:58:03
40 ribu aja,40 ribu aja,netral,X (Twitter),2026-04-13 04:57:03
dok tolong cek body whitening bleaching la creme,dok tolong cek body whitening bleaching la creme,netral,Instagram,2026-04-05 14:02:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-04-05 22:26:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-04-01 05:29:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,TikTok,2026-04-10 05:17:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,Instagram,2026-04-18 16:16:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,TikTok,2026-04-16 12:29:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,Instagram,2026-04-10 09:21:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,X (Twitter),2026-03-25 18:03:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-03-31 10:05:03
Tolonh dok...cek produk bioaqua 24k gold donk,tolonh dokcek produk bioaqua 24k gold donk,netral,TikTok,2026-04-04 06:57:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,TikTok,2026-04-17 19:37:03
Kalau saya dibelikan bedak sama suami beli 1 gratis 1 entahlah pas dipake astaghfirullah bopeng diketawain keluarga langsung tak hapus,kalau saya dibelikan bedak sama suami beli 1 gratis 1 entahlah pas dipake astaghfirullah bopeng diketawain keluarga langsung tak hapus,netral,TikTok,2026-03-27 01:35:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-04-06 20:44:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,TikTok,2026-03-29 16:28:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,X (Twitter),2026-04-08 02:51:03
Dok tolong riview skin care NBS dong,dok tolong riview skin care nbs dong,netral,TikTok,2026-04-17 23:16:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,X (Twitter),2026-03-25 12:51:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,TikTok,2026-03-26 10:54:03
kak coba bikin photo card ditempat photo kakak,kak coba bikin photo card ditempat photo kakak,netral,Instagram,2026-04-20 00:46:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-04-08 09:14:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-04-19 15:38:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,X (Twitter),2026-03-23 06:26:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,Instagram,2026-04-08 22:44:03
Jangan donk dok....kita semua orang awam yg suka dibohongi oleh produk abal2 yg bermekuri,jangan donk dokkita semua orang awam yg suka dibohongi oleh produk abal2 yg bermekuri,netral,X (Twitter),2026-03-28 07:03:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,TikTok,2026-04-04 21:19:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-03-28 14:06:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,Instagram,2026-03-27 14:01:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,TikTok,2026-03-26 08:55:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,X (Twitter),2026-03-29 18:42:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,TikTok,2026-04-03 11:26:03
Betul apa kt Doktif,betul apa kt doktif,netral,X (Twitter),2026-04-04 19:30:03
kak meissie sayang banget g2g itu banyak kali yang kakak letak di slime nya,kak meissie sayang banget g2g itu banyak kali yang kakak letak di slime nya,netral,Instagram,2026-04-05 19:14:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,Instagram,2026-03-23 21:52:03
Luar biasa!🔥Semangat bikin konten sebagus ini terus !!!,luar biasasemangat bikin konten sebagus ini terus ,positif,X (Twitter),2026-04-12 03:22:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-03-22 04:07:03
